household_key,alert_day,window_end,returned_after_alert,churned,high_value,campaign_in_window,redeemed_in_window,home_store,alert_week,end_week,promo_in_window
754,480,484,True,False,False,False,False,319,69,70,True
755,392,403,True,False,False,False,False,388,56,58,True
756,364,396,True,False,False,False,False,364,52,57,True
757,375,403,True,False,False,False,False,384,54,58,True
759,349,351,True,False,False,True,False,359,50,51,True
760,385,390,True,True,False,False,False,401,55,56,True
761,359,373,True,False,True,False,False,343,52,54,True
762,370,377,True,False,True,False,False,31862,53,54,True
763,364,377,True,False,False,False,False,31782,52,54,True
764,403,422,True,False,False,False,False,346,58,61,True
765,349,359,True,False,False,False,False,370,50,52,True
766,350,351,True,False,True,False,False,333,50,51,True
769,349,383,True,False,False,False,False,404,50,55,True
770,357,376,True,False,False,False,False,368,51,54,True
771,372,373,True,False,True,False,False,359,54,54,True
772,358,406,True,False,False,False,False,656,52,58,False
775,361,364,True,True,False,False,False,320,52,52,True
776,368,377,True,False,True,True,False,368,53,54,True
778,362,395,True,False,False,True,False,310,52,57,True
779,349,361,True,False,False,False,False,343,50,52,True
780,362,375,True,False,False,False,False,424,52,54,True
781,400,401,True,False,False,False,False,365,58,58,True
782,382,388,True,False,False,False,False,31401,55,56,True
783,355,563,True,False,False,False,False,439,51,81,True
784,361,373,True,False,False,False,False,363,52,54,True
785,349,357,True,False,False,False,False,363,50,51,True
786,368,369,True,False,True,False,False,339,53,53,True
787,360,362,True,False,False,False,False,443,52,52,True
788,362,365,True,False,True,True,False,360,52,53,True
792,349,460,True,False,False,False,False,379,50,66,True
793,354,369,True,False,False,False,False,445,51,53,True
794,374,387,True,False,False,False,False,358,54,56,True
795,361,388,True,False,False,True,False,311,52,56,True
796,376,382,True,False,False,False,False,380,54,55,True
797,383,401,True,False,False,True,False,450,55,58,True
799,358,373,True,False,False,False,False,327,52,54,True
800,350,352,True,False,True,False,False,298,50,51,True
801,377,388,True,False,False,False,False,329,54,56,True
802,380,386,True,False,False,False,False,404,55,56,True
804,375,381,True,False,True,False,False,400,54,55,True
805,394,397,True,False,False,False,False,306,57,57,True
806,349,364,True,False,True,True,False,333,50,52,True
807,434,447,True,False,False,True,False,335,62,64,True
808,349,355,True,False,False,False,False,361,50,51,True
810,374,385,True,False,False,False,False,295,54,55,True
811,349,371,True,False,False,False,False,446,50,53,True
812,358,377,True,False,False,True,False,412,52,54,True
813,349,373,True,False,False,False,False,420,50,54,True
814,349,629,True,False,False,False,False,310,50,90,True
815,349,474,True,False,False,False,False,410,50,68,True
816,368,384,True,False,False,True,False,421,53,55,True
817,349,358,True,False,False,False,False,333,50,52,True
820,350,374,True,False,True,False,False,381,50,54,True
822,364,373,True,False,False,False,False,380,52,54,True
823,362,374,True,False,False,False,False,422,52,54,True
824,407,432,True,False,False,False,False,286,59,62,False
825,390,393,True,False,True,True,False,375,56,57,True
828,533,705,False,True,False,False,False,343,77,101,True
830,349,366,True,False,False,False,False,450,50,53,True
831,435,440,True,False,True,False,False,450,63,63,True
833,349,363,True,False,False,False,False,443,50,52,True
834,349,498,True,False,False,True,False,433,50,72,True
835,349,429,True,False,False,False,False,375,50,62,False
836,354,357,True,False,False,False,False,443,51,51,True
837,349,384,True,False,False,False,False,854,50,55,False
838,349,354,True,False,False,False,False,318,50,51,True
840,378,379,True,False,True,False,False,400,54,55,True
841,358,363,True,False,False,False,False,408,52,52,True
842,352,354,True,False,False,False,False,318,51,51,True
843,357,360,True,False,False,False,False,354,51,52,True
844,349,351,True,False,True,False,False,31862,50,51,True
845,429,438,True,False,True,True,False,343,62,63,True
847,349,451,True,False,False,False,False,380,50,65,True
849,406,428,True,False,True,True,False,320,58,62,True
850,356,358,True,False,False,False,False,292,51,52,True
851,411,662,True,False,False,False,False,341,59,95,True
852,353,354,True,False,False,False,False,333,51,51,True
853,359,360,True,False,True,False,False,367,52,52,True
854,364,368,True,False,False,False,False,420,52,53,True
855,349,350,True,False,True,False,False,382,50,50,True
856,445,448,True,False,False,True,False,372,64,64,True
857,365,368,True,False,False,False,False,400,53,53,True
858,349,353,True,False,False,False,False,322,50,51,False
859,349,351,True,False,True,False,False,309,50,51,True
860,349,556,True,False,False,False,False,31642,50,80,True
861,373,376,True,False,False,False,False,410,54,54,False
862,356,366,True,False,False,False,False,368,51,53,True
863,359,365,True,False,False,False,False,313,52,53,False
864,415,421,True,False,True,True,False,410,60,61,True
866,358,364,True,False,False,False,False,345,52,52,True
867,371,379,True,False,False,False,False,369,53,55,True
868,363,369,True,False,True,False,False,323,52,53,True
869,451,452,True,False,False,False,False,370,65,65,True
870,349,418,True,True,False,False,False,298,50,60,False
871,352,353,True,False,True,False,False,31862,51,51,True
873,365,374,True,False,False,False,False,318,53,54,True
875,369,383,True,False,False,False,False,356,53,55,True
876,453,454,True,False,False,True,False,323,65,65,True
877,384,385,True,False,False,False,False,406,55,55,True
878,354,355,True,False,True,False,False,446,51,51,True
879,484,485,True,False,False,False,False,341,70,70,False
881,464,467,True,False,False,False,False,445,67,67,True
882,355,360,True,False,True,False,False,31782,51,52,True
883,363,366,True,False,True,True,False,367,52,53,True
884,364,475,True,False,False,False,False,295,52,68,True
885,477,478,True,False,False,False,False,358,69,69,True
886,355,357,True,False,True,True,False,375,51,51,True
887,398,406,True,False,False,False,False,313,57,58,True
888,440,446,True,False,True,True,False,401,63,64,True
889,423,426,True,False,True,True,False,388,61,61,True
890,349,356,True,False,False,False,False,403,50,51,True
891,372,383,True,False,True,True,False,450,54,55,True
892,349,368,True,False,False,False,False,346,50,53,False
895,397,399,True,False,True,True,False,315,57,57,True
896,402,410,True,False,False,False,False,396,58,59,True
897,390,398,True,False,False,False,False,396,56,57,True
898,350,351,True,False,True,False,False,388,50,51,True
900,390,391,True,False,True,True,False,330,56,56,True
901,401,403,True,False,False,False,False,410,58,58,True
902,366,606,True,False,False,False,False,445,53,87,True
903,402,404,True,False,False,False,False,333,58,58,True
904,390,391,True,False,False,False,False,365,56,56,False
905,352,420,True,False,False,False,False,367,51,60,True
906,366,368,True,False,True,False,False,319,53,53,True
907,386,387,True,False,False,False,False,313,56,56,True
908,363,367,True,False,True,False,False,406,52,53,True
909,393,395,True,False,True,False,False,321,57,57,True
910,349,499,True,False,False,False,False,429,50,72,True
911,447,453,True,False,False,True,False,421,64,65,True
913,357,358,True,False,False,True,False,436,51,52,True
914,379,389,True,False,False,False,False,439,55,56,False
915,391,424,True,False,False,False,False,337,56,61,True
916,360,369,True,False,False,False,False,436,52,53,True
918,350,437,True,True,True,True,False,340,50,63,True
919,349,362,True,False,False,False,False,345,50,52,True
920,361,367,True,False,False,False,False,388,52,53,True
922,374,375,True,False,False,False,False,315,54,54,True
923,352,355,True,False,False,False,False,313,51,51,True
924,431,438,True,False,False,False,False,400,62,63,True
925,349,381,True,False,False,False,False,298,50,55,True
926,370,376,True,False,True,True,False,319,53,54,True
928,374,376,True,False,False,False,False,396,54,54,True
929,370,371,True,False,False,False,False,338,53,53,True
930,349,361,True,False,False,False,False,414,50,52,True
931,349,367,True,False,True,False,False,304,50,53,True
932,353,355,True,False,True,True,False,300,51,51,True
934,372,373,True,False,True,False,False,422,54,54,True
935,354,483,True,False,False,True,False,361,51,69,True
936,399,401,True,False,True,True,False,321,57,58,True
937,459,470,True,False,False,False,False,32004,66,68,True
939,357,387,True,False,False,False,False,396,51,56,True
940,349,370,True,False,False,False,False,402,50,53,True
941,353,357,True,False,False,False,False,367,51,51,True
942,353,354,True,False,False,False,False,289,51,51,True
943,381,382,True,False,False,False,False,330,55,55,True
944,349,353,True,False,False,False,False,429,50,51,True
945,371,386,True,False,False,False,False,295,53,56,True
946,414,416,True,False,False,False,False,297,60,60,True
947,355,357,True,False,False,True,False,337,51,51,True
949,349,354,True,False,False,False,False,31782,50,51,True
950,362,371,True,False,False,False,False,346,52,53,True
952,401,405,True,False,False,True,False,388,58,58,True
954,365,369,True,False,False,False,False,514,53,53,False
955,371,373,True,False,False,False,False,315,53,54,True
956,353,354,True,False,True,False,False,370,51,51,True
957,377,381,True,False,False,False,False,340,54,55,True
960,363,368,True,False,False,True,False,333,52,53,True
961,378,389,True,False,False,True,False,389,54,56,True
964,508,532,True,False,False,True,False,356,73,76,True
965,360,368,True,False,False,False,False,379,52,53,True
966,362,368,True,False,False,False,False,382,52,53,True
968,349,352,True,False,True,True,False,299,50,51,True
971,391,392,True,False,False,False,False,389,56,56,True
972,356,357,True,False,True,True,False,773,51,51,False
974,366,403,True,False,False,False,False,443,53,58,True
975,408,410,True,False,False,False,False,319,59,59,True
976,349,369,True,False,False,False,False,404,50,53,True
978,386,399,True,False,False,False,False,31862,56,57,True
979,354,365,True,False,True,True,False,368,51,53,True
981,349,356,True,False,False,False,False,32004,50,51,True
982,409,410,True,False,True,True,False,382,59,59,True
983,403,414,True,False,False,True,False,356,58,60,True
985,454,456,True,False,False,False,False,324,65,66,True
986,352,355,True,False,False,False,False,401,51,51,True
987,382,411,True,False,False,False,False,374,55,59,True
988,354,372,True,False,False,True,False,408,51,54,True
989,352,353,True,False,False,True,False,356,51,51,True
993,429,447,True,False,False,True,False,32004,62,64,True
995,519,685,True,False,False,True,False,320,75,98,True
996,349,352,True,False,False,True,False,31762,50,51,True
997,459,469,True,False,False,True,False,3182,66,67,False
998,370,371,True,False,True,False,False,422,53,53,True
999,349,368,True,False,False,True,False,364,50,53,True
1000,411,412,True,False,False,True,False,372,59,59,True
1001,349,358,True,False,False,True,False,31782,50,52,True
1002,349,359,True,False,False,False,False,335,50,52,True
1003,377,415,True,False,False,False,False,295,54,60,True
1004,369,373,True,False,False,False,False,316,53,54,True
1005,418,419,True,False,False,True,False,400,60,60,True
1007,381,384,True,False,False,False,False,293,55,55,True
1008,357,358,True,False,False,False,False,292,51,52,True
1009,536,544,True,False,False,False,False,337,77,78,False
1011,394,398,True,False,False,False,False,334,57,57,True
1012,351,364,True,False,False,True,False,361,51,52,True
1013,400,433,True,False,False,False,False,360,58,62,True
1014,393,394,True,False,False,False,False,360,57,57,True
1015,499,500,True,False,False,False,False,403,72,72,True
1016,349,367,True,False,False,False,False,31642,50,53,True
1017,373,379,True,False,False,False,False,295,54,55,True
1018,362,373,True,False,False,True,False,296,52,54,True
1019,373,383,True,False,False,False,False,361,54,55,True
1020,403,410,True,False,True,False,False,319,58,59,True
1021,369,372,True,False,False,False,False,368,53,54,True
1022,349,419,True,False,False,False,False,375,50,60,False
1023,393,395,True,False,True,False,False,429,57,57,True
1025,349,360,True,False,False,False,False,288,50,52,True
1027,539,546,True,False,False,False,False,354,77,78,True
1028,401,444,True,True,False,False,False,420,58,64,True
1029,419,420,True,False,True,True,False,438,60,60,True
1030,367,369,True,False,False,False,False,445,53,53,True
1031,349,383,True,True,False,False,False,375,50,55,True
1032,352,355,True,False,False,False,False,3087,51,51,False
1033,349,387,True,False,False,False,False,374,50,56,True
1034,351,356,True,False,False,False,False,380,51,51,True
1036,431,644,True,False,False,False,False,298,62,92,True
1037,432,447,True,False,False,False,False,447,62,64,True
1038,357,358,True,False,False,False,False,340,51,52,True
1039,375,378,True,False,True,False,False,401,54,54,True
1040,396,398,True,False,True,True,False,304,57,57,True
1041,370,374,True,False,True,False,False,445,53,54,True
1042,350,355,True,False,False,True,False,368,50,51,True
1043,394,400,True,False,False,False,False,627,57,58,False
1045,349,351,True,False,False,False,False,408,50,51,True
1047,360,361,True,False,False,False,False,295,52,52,True
1048,349,408,True,False,False,False,False,436,50,59,True
1049,349,365,True,False,False,False,False,360,50,53,False
1050,416,433,True,False,False,True,False,384,60,62,True
1051,349,366,True,False,False,False,False,176,50,53,False
1053,483,485,True,False,False,False,False,356,69,70,True
1054,377,395,True,False,False,False,False,334,54,57,True
1055,352,477,True,False,False,True,False,339,51,69,True
1056,474,477,True,False,False,True,False,446,68,69,True
1057,400,411,True,False,True,True,False,367,58,59,True
1058,382,383,True,False,False,False,False,381,55,55,True
1060,349,362,True,False,False,True,False,315,50,52,True
1061,356,364,True,False,False,False,False,297,51,52,True
1062,370,374,True,False,False,False,False,320,53,54,True
1063,350,367,True,False,False,False,False,421,50,53,True
1064,349,370,True,False,False,False,False,298,50,53,True
1065,379,384,True,False,False,False,False,311,55,55,True
1066,445,446,True,False,False,True,False,364,64,64,True
1067,358,411,True,False,False,True,False,372,52,59,True
1068,349,513,True,False,False,False,False,366,50,74,True
1069,493,500,True,False,False,True,False,31782,71,72,True
1070,359,361,True,False,False,True,False,401,52,52,True
1071,430,436,True,False,False,True,False,324,62,63,True
1072,375,384,True,False,False,False,False,318,54,55,True
1073,356,371,True,False,False,False,False,309,51,53,True
1074,492,493,True,False,True,True,False,292,71,71,True
1075,362,384,True,False,False,False,False,300,52,55,True
1076,358,390,True,False,False,False,False,365,52,56,True
1078,354,356,True,False,True,False,False,375,51,51,True
1079,451,478,True,False,False,False,False,318,65,69,True
1080,349,379,True,False,False,False,False,410,50,55,True
1081,374,375,True,False,True,True,False,31742,54,54,True
1082,483,485,True,False,False,False,False,370,69,70,True
1083,431,459,True,False,False,True,False,421,62,66,True
1084,366,371,True,False,False,True,False,367,53,53,True
1085,475,480,True,False,False,True,False,400,68,69,True
1086,349,361,True,False,False,False,False,365,50,52,True
1087,370,371,True,False,False,False,False,358,53,53,True
1088,353,356,True,False,False,False,False,381,51,51,True
1089,349,355,True,False,False,False,False,370,50,51,True
1091,361,363,True,False,True,False,False,406,52,52,True
1092,366,372,True,False,False,False,False,406,53,54,True
1093,349,365,True,False,False,False,False,356,50,53,True
1094,371,373,True,False,False,True,False,31742,53,54,True
1095,349,360,True,False,False,False,False,439,50,52,False
1097,400,416,True,False,True,True,False,335,58,60,True
1098,390,391,True,False,True,False,False,343,56,56,True
1099,357,474,True,False,False,False,False,296,51,68,True
1100,349,391,True,False,False,False,False,358,50,56,False
1101,349,364,True,False,False,False,False,31782,50,52,True
1102,349,356,True,False,False,True,False,311,50,51,True
1103,417,425,True,False,True,True,False,412,60,61,True
1104,481,485,True,False,False,True,False,421,69,70,True
1109,494,508,True,False,False,False,False,356,71,73,True
1110,373,374,True,False,False,False,False,379,54,54,False
1111,354,355,True,False,True,True,False,298,51,51,True
1112,374,403,True,False,False,False,False,367,54,58,True
1113,350,351,True,False,False,False,False,400,50,51,True
1115,379,396,True,False,False,False,False,429,55,57,True
1116,357,362,True,False,False,True,False,345,51,52,True
1117,379,383,True,False,False,True,False,31642,55,55,True
1119,382,397,True,False,False,False,False,372,55,57,True
1120,366,369,True,False,False,False,False,31582,53,53,True
1121,361,374,True,False,False,False,False,379,52,54,True
1122,442,466,True,True,False,True,False,372,64,67,True
1123,349,361,True,False,False,False,False,356,50,52,True
1124,359,361,True,False,False,False,False,310,52,52,True
1126,349,354,True,False,False,False,False,364,50,51,True
1128,350,352,True,False,False,True,False,414,50,51,True
1129,352,367,True,False,False,False,False,361,51,53,True
1130,368,370,True,False,True,True,False,31642,53,53,True
1131,395,397,True,False,False,False,False,354,57,57,True
1132,349,353,True,False,False,True,False,292,50,51,True
1133,400,409,True,False,False,False,False,317,58,59,True
1134,361,368,True,False,True,False,False,356,52,53,True
1135,350,365,True,False,False,False,False,367,50,53,True
1136,432,451,True,False,False,True,False,389,62,65,True
1137,366,367,True,False,False,False,False,412,53,53,True
1138,359,360,True,False,False,True,False,289,52,52,True
1139,457,459,True,False,True,True,False,333,66,66,True
1141,397,398,True,False,False,False,False,364,57,57,True
1144,375,495,True,False,False,False,False,363,54,71,True
1145,366,371,True,False,False,False,False,360,53,53,True
1146,416,419,True,False,True,True,False,304,60,60,True
1147,401,425,True,False,False,False,False,363,58,61,True
1151,349,365,True,False,False,False,False,381,50,53,True
1152,349,397,True,False,False,False,False,323,50,57,True
1153,392,394,True,False,False,False,False,380,56,57,True
1154,355,359,True,False,False,False,False,346,51,52,True
1156,349,372,True,False,False,False,False,365,50,54,False
1157,356,366,True,False,False,False,False,446,51,53,True
1158,367,374,True,False,False,True,False,410,53,54,True
1159,367,512,True,False,True,True,False,313,53,74,True
1160,416,418,True,False,False,True,False,31642,60,60,True
1161,349,457,True,False,False,False,False,367,50,66,True
1162,349,372,True,True,False,False,False,341,50,54,True
1163,421,422,True,False,False,True,False,286,61,61,True
1164,353,359,True,False,False,False,False,410,51,52,True
1165,349,400,True,False,False,False,False,343,50,58,True
1166,368,372,True,False,True,True,False,408,53,54,True
1167,367,369,True,False,True,False,False,309,53,53,True
1168,360,375,True,False,False,False,False,304,52,54,True
1169,364,366,True,False,True,False,False,445,52,53,True
1171,350,423,True,False,False,False,False,367,50,61,True
1172,349,351,True,False,False,False,False,396,50,51,True
1174,349,350,True,False,False,False,False,367,50,50,True
1179,484,488,True,False,True,True,False,346,70,70,True
1180,349,360,True,False,False,False,False,380,50,52,True
1181,394,395,True,False,False,False,False,406,57,57,True
1182,350,351,True,False,False,True,False,3287,50,51,False
1185,371,472,True,False,False,False,False,319,53,68,True
1187,362,366,True,False,False,False,False,337,52,53,True
1188,355,377,True,False,False,False,False,341,51,54,True
1189,349,355,True,False,False,False,False,289,50,51,True
1190,378,386,True,False,False,True,False,370,54,56,True
1191,386,402,True,False,False,False,False,438,56,58,True
1192,427,469,True,False,False,False,False,486,61,67,False
1193,350,351,True,False,False,False,False,295,50,51,True
1194,364,369,True,False,False,False,False,381,52,53,True
1196,443,466,True,False,False,False,False,321,64,67,True
1197,466,468,True,False,False,False,False,384,67,67,True
1198,377,416,True,False,False,False,False,320,54,60,True
1204,351,353,True,False,False,False,False,443,51,51,True
1205,351,361,True,False,False,False,False,31782,51,52,True
1206,351,354,True,False,True,False,False,410,51,51,True
1207,368,371,True,False,False,False,False,427,53,53,True
1208,349,372,True,False,False,False,False,361,50,54,True
1211,352,354,True,False,True,False,False,421,51,51,True
1213,349,373,True,False,False,False,False,408,50,54,True
1216,371,375,True,False,True,False,False,401,53,54,True
1217,373,375,True,False,False,False,False,370,54,54,True
1218,368,381,True,False,False,False,False,293,53,55,True
1219,349,362,True,False,False,False,False,446,50,52,True
1222,359,360,True,False,True,True,False,400,52,52,True
1223,395,464,True,False,False,False,False,410,57,67,True
1224,362,384,True,False,False,False,False,446,52,55,True
1225,359,384,True,False,False,False,False,298,52,55,True
1226,379,385,True,False,True,False,False,364,55,55,True
1227,415,416,True,False,False,False,False,31863,60,60,False
1228,404,409,True,False,True,False,False,406,58,59,True
1229,383,385,True,False,True,True,False,384,55,55,True
1231,395,399,True,False,False,False,False,396,57,57,True
1234,354,360,True,False,True,False,False,359,51,52,True
1236,352,355,True,False,True,False,False,448,51,51,True
1237,349,432,True,False,False,False,False,443,50,62,True
1238,362,375,True,False,True,True,False,358,52,54,True
1239,432,453,True,False,False,True,False,404,62,65,True
1240,355,360,True,False,True,False,False,375,51,52,True
1241,449,452,True,False,False,False,False,368,65,65,True
1242,350,374,True,False,False,False,False,318,50,54,True
1243,495,594,True,False,False,False,False,355,71,85,True
1244,360,362,True,False,False,False,False,403,52,52,False
1245,362,366,True,False,False,False,False,296,52,53,True
1246,361,390,True,False,True,True,False,406,52,56,True
1248,367,371,True,False,True,False,False,447,53,53,True
1251,349,381,True,False,False,False,False,286,50,55,False
1252,350,404,True,False,False,False,False,433,50,58,True
1253,349,593,True,False,False,False,False,320,50,85,True
1256,353,354,True,False,False,True,False,439,51,51,True
1258,359,361,True,False,False,True,False,432,52,52,True
1259,362,374,True,False,False,False,False,31742,52,54,True
1260,373,378,True,False,True,False,False,367,54,54,True
1261,370,387,True,False,False,False,False,363,53,56,True
1263,355,356,True,False,True,True,False,354,51,51,True
1264,353,355,True,False,True,False,False,31782,51,51,True
1265,377,382,True,False,False,False,False,324,54,55,True
1266,380,399,True,False,False,False,False,381,55,57,True
1267,498,505,True,False,False,False,False,343,72,73,True
1268,377,385,True,False,False,False,False,31742,54,55,True
1269,357,358,True,False,False,False,False,31642,51,52,True
1270,385,392,True,False,False,True,False,31642,55,56,True
1271,484,486,True,False,False,False,False,364,70,70,True
1272,352,357,True,False,True,False,False,448,51,51,True
1274,438,440,True,False,True,False,False,317,63,63,True
1276,349,534,True,False,False,False,False,389,50,77,True
1277,417,419,True,False,True,True,False,356,60,60,True
1278,358,418,True,False,False,False,False,389,52,60,True
1279,358,361,True,False,False,False,False,340,52,52,True
1282,398,399,True,False,True,False,False,337,57,57,True
1283,362,378,True,False,False,False,False,374,52,54,True
1284,452,455,True,False,False,False,False,339,65,65,False
1285,372,375,True,False,False,False,False,295,54,54,True
1286,352,468,True,False,False,False,False,443,51,67,True
1288,349,362,True,False,False,False,False,446,50,52,True
1289,388,389,True,False,False,False,False,31782,56,56,True
1291,420,421,True,False,False,True,False,447,60,61,True
1293,487,490,True,False,False,False,False,340,70,70,True
1294,350,358,True,False,False,False,False,356,50,52,True
1296,477,483,True,False,False,True,False,304,69,69,True
1297,354,357,True,False,False,False,False,450,51,51,True
1298,375,388,True,False,False,False,False,438,54,56,True
1299,385,386,True,False,False,True,False,345,55,56,True
1300,386,413,True,False,False,True,False,346,56,59,True
1301,394,398,True,False,False,False,False,391,57,57,True
1302,422,456,True,False,False,False,False,375,61,66,True
1303,349,357,True,False,False,False,False,323,50,51,True
1304,372,378,True,False,False,False,False,289,54,54,True
1305,361,362,True,False,True,False,False,295,52,52,True
1306,388,392,True,False,False,True,False,381,56,56,True
1307,356,364,True,False,False,False,False,422,51,52,True
1308,349,377,True,False,False,False,False,389,50,54,True
1310,368,380,True,False,False,False,False,433,53,55,True
1312,349,351,True,False,True,False,False,391,50,51,True
1314,381,382,True,False,True,False,False,429,55,55,True
1317,361,362,True,False,False,True,False,359,52,52,True
1318,359,361,True,False,True,False,False,424,52,52,True
1319,468,470,True,False,False,False,False,439,67,68,False
1321,356,365,True,False,False,False,False,364,51,53,True
1324,380,383,True,False,False,False,False,319,55,55,False
1326,425,427,True,False,False,True,False,318,61,61,True
1328,430,444,True,False,False,False,False,297,62,64,True
1330,349,350,True,False,False,True,False,408,50,50,True
1331,350,351,True,False,False,False,False,420,50,51,True
1332,389,393,True,False,False,False,False,304,56,57,True
1333,445,446,True,False,True,False,False,317,64,64,True
1334,349,485,True,False,False,False,False,300,50,70,True
1335,413,417,True,False,False,False,False,374,59,60,True
1336,355,357,True,False,True,True,False,443,51,51,True
1337,361,364,True,False,True,False,False,364,52,52,True
1344,396,402,True,False,False,False,False,346,57,58,True
1345,349,368,True,False,False,True,False,32004,50,53,True
1346,447,448,True,False,False,False,False,322,64,64,True
1347,374,375,True,False,False,False,False,382,54,54,True
1348,353,356,True,False,False,False,False,403,51,51,False
1349,395,399,True,False,True,False,False,330,57,57,True
1350,349,370,True,False,False,True,False,367,50,53,True
1351,399,411,True,False,False,False,False,296,57,59,True
1352,355,363,True,False,True,False,False,406,51,52,True
1353,432,439,True,False,False,True,False,319,62,63,True
1356,541,551,True,False,False,True,False,333,78,79,True
1357,488,493,True,False,False,False,False,365,70,71,True
1359,481,492,True,False,False,False,False,359,69,71,True
1360,349,385,True,False,False,False,False,316,50,55,True
1362,442,447,True,False,False,False,False,402,64,64,True
1364,351,363,True,False,False,True,False,31742,51,52,True
1366,368,372,True,False,False,True,False,367,53,54,True
1367,372,376,True,False,True,False,False,384,54,54,True
1369,350,361,True,False,False,False,False,446,50,52,True
1371,402,403,True,True,False,False,False,330,58,58,True
1372,370,379,True,False,False,False,False,316,53,55,True
1373,384,399,True,False,False,False,False,450,55,57,True
1374,355,357,True,False,False,False,False,297,51,51,True
1375,414,418,True,False,False,True,False,334,60,60,True
1376,492,498,True,False,True,False,False,310,71,72,True
1377,379,398,True,False,False,False,False,323,55,57,True
1378,426,427,True,False,True,True,False,381,61,61,True
1379,375,376,True,False,True,False,False,330,54,54,True
1381,349,352,True,False,False,False,False,330,50,51,True
1382,362,365,True,False,False,True,False,288,52,53,True
1383,349,356,True,False,False,False,False,439,50,51,False
1385,349,350,True,False,True,False,False,337,50,50,True
1387,383,384,True,False,False,False,False,289,55,55,True
1388,358,363,True,False,True,True,False,375,52,52,True
1389,349,358,True,False,False,False,False,368,50,52,True
1390,436,440,True,False,False,True,False,293,63,63,True
1391,378,383,True,False,True,False,False,310,54,55,True
1392,363,364,True,False,False,False,False,445,52,52,True
1393,400,403,True,False,False,False,False,317,58,58,True
1394,363,365,True,False,False,False,False,442,52,53,True
1396,364,372,True,False,True,False,False,441,52,54,True
1397,354,358,True,False,False,False,False,441,51,52,True
1399,399,406,True,False,False,False,False,424,57,58,True
1401,351,372,True,False,False,False,False,370,51,54,True
1402,495,501,True,False,False,False,False,298,71,72,True
1403,349,357,True,False,False,False,False,406,50,51,True
1404,349,350,True,False,False,False,False,389,50,50,True
1405,377,410,True,False,False,False,False,296,54,59,True
1406,388,397,True,False,False,False,False,327,56,57,True
1408,354,355,True,False,False,False,False,324,51,51,True
1409,405,406,True,False,False,False,False,3313,58,58,False
1410,409,465,True,False,False,False,False,31582,59,67,True
1413,349,393,True,False,False,False,False,208,50,57,False
1418,355,368,True,False,False,False,False,402,51,53,True
1419,377,378,True,False,True,False,False,32004,54,54,True
1420,392,422,True,False,False,False,False,391,56,61,True
1421,365,366,True,False,False,True,False,31742,53,53,True
1423,351,357,True,False,False,False,False,408,51,51,True
1424,349,356,True,False,False,False,False,436,50,51,True
1425,356,372,True,False,False,False,False,339,51,54,True
1426,349,411,True,False,False,True,False,358,50,59,True
1427,349,407,True,False,False,False,False,448,50,59,True
1428,436,437,True,False,False,False,False,370,63,63,True
1429,365,375,True,False,False,False,False,445,53,54,True
1431,378,386,True,False,False,False,False,381,54,56,True
1434,416,419,True,False,False,True,False,296,60,60,True
1437,358,363,True,False,True,False,False,443,52,52,True
1438,349,354,True,False,False,False,False,422,50,51,True
1439,358,376,True,False,False,False,False,384,52,54,True
1440,349,366,True,False,False,False,False,31742,50,53,True
1443,361,386,True,False,False,False,False,367,52,56,True
1445,510,512,True,False,False,True,False,410,73,74,True
1446,430,436,True,False,False,True,False,315,62,63,True
1448,349,352,True,False,False,False,False,361,50,51,True
1449,349,377,True,False,False,False,False,422,50,54,True
1450,349,370,True,False,False,False,False,313,50,53,True
1451,372,374,True,False,False,True,False,432,54,54,True
1452,377,378,True,False,False,False,False,339,54,54,True
1453,448,450,True,False,True,True,False,31862,64,65,True
1456,350,383,True,False,False,False,False,31642,50,55,True
1458,399,405,True,False,False,False,False,292,57,58,True
1459,404,415,True,False,False,True,False,346,58,60,True
1460,401,403,True,False,False,False,False,330,58,58,True
1461,353,355,True,False,True,False,False,316,51,51,True
1462,409,411,True,False,False,False,False,31862,59,59,True
1463,349,360,True,False,False,True,False,372,50,52,True
1464,353,369,True,False,False,False,False,427,51,53,True
1465,349,372,True,False,False,False,False,391,50,54,True
1466,349,389,True,False,False,False,False,420,50,56,True
1468,349,409,True,False,False,True,False,403,50,59,True
1469,349,355,True,True,False,False,False,364,50,51,True
1470,368,375,True,False,False,False,False,31782,53,54,True
1473,448,453,True,False,False,True,False,374,64,65,True
1475,352,355,True,False,True,False,False,361,51,51,True
1476,357,364,True,False,True,True,False,319,51,52,True
1477,349,389,True,False,False,False,False,420,50,56,True
1479,354,358,True,False,True,False,False,410,51,52,True
1480,351,399,True,False,False,False,False,293,51,57,True
1482,389,399,True,False,False,False,False,292,56,57,True
1483,390,415,True,False,False,True,False,370,56,60,True
1484,384,394,True,False,False,False,False,424,55,57,True
1485,374,382,True,False,False,False,False,32004,54,55,True
1488,353,361,True,False,False,False,False,306,51,52,True
1490,400,406,True,False,False,False,False,367,58,58,True
1491,433,434,True,False,True,True,False,296,62,62,True
1492,470,485,True,False,False,False,False,401,68,70,True
1493,382,451,True,False,False,True,False,341,55,65,True
1494,396,410,True,False,False,False,False,313,57,59,True
1495,431,441,True,False,False,False,False,31642,62,63,True
1498,349,377,True,False,False,False,False,443,50,54,True
1499,375,384,True,False,False,False,False,304,54,55,True
